,Target_Variable,Target_Overweight,Target_Included,Items_Per_Scale,Predictions,mse,hit_0_trained,hit_1_trained,hit_0_untrained,hit_1_untrained
1,O1,1,TRUE,1,O1 ~ A3 + C3 + E6 + N6 + O7,"0,617953034","0,527494908","0,937542430","0,546596503","0,948395858"
2,O1,1,TRUE,1,O1 ~ A7 + C7 + E2 + N10 + O5,"0,682353280","0,480651731","0,925322471","0,510948905","0,938041080"
3,O1,1,TRUE,1,O1 ~ A10 + C9 + E5 + N5 + O10,"0,692003866","0,464358452","0,926680244","0,503140384","0,935155322"
4,O1,1,TRUE,1,O1 ~ A10 + C10 + E4 + N1 + O10,"0,708994835","0,466395112","0,927359131","0,502800883","0,928365303"
5,O1,1,TRUE,1,O1 ~ A5 + C1 + E1 + N1 + O10,"0,692733541","0,472505092","0,924643585","0,501612629","0,933797318"
6,O1,1,FALSE,1,O1 ~ A2 + C10 + E6 + N7,"0,703738522","0,479293958","0,923285811","0,502291631","0,931760312"
7,O1,1,FALSE,1,O1 ~ A8 + C2 + E1 + N1,"0,748633225","0,467073999","0,918533605","0,488032592","0,923612290"
8,O1,1,FALSE,1,O1 ~ A5 + C4 + E7 + N3,"0,729877884","0,462321792","0,919212492","0,485825836","0,925819046"
9,O1,1,FALSE,1,O1 ~ A8 + C6 + E8 + N7,"0,746132214","0,455532926","0,918533605","0,486504838","0,924800543"
10,O1,1,FALSE,1,O1 ~ A8 + C4 + E4 + N10,"0,738929357","0,469110659","0,918533605","0,487523341","0,926837549"
11,O1,2,TRUE,2,O1 ~ A6 + A5 + C2 + C6 + E4 + E5 + N5 + N2 + O4 + O7 + O10 + O4,"0,595757910","0,524779362","0,943652410","0,579697844","0,957222882"
12,O1,2,TRUE,2,O1 ~ A10 + A6 + C9 + C4 + E2 + E6 + N2 + N6 + O6 + O10 + O5 + O2,"0,637680519","0,488119484","0,928716904","0,565438805","0,948735359"
13,O1,2,TRUE,2,O1 ~ A2 + A9 + C7 + C4 + E6 + E5 + N7 + N1 + O4 + O3 + O8 + O9,"0,552731723","0,536999321","0,953156823","0,602953658","0,966389408"
14,O1,2,TRUE,2,O1 ~ A3 + A6 + C10 + C1 + E1 + E8 + N5 + N2 + O8 + O7 + O10 + O3,"0,514241342","0,536320434","0,955872369","0,622474962","0,968086912"
15,O1,2,TRUE,2,O1 ~ A1 + A4 + C1 + C4 + E10 + E1 + N1 + N2 + O5 + O9 + O3 + O6,"0,654839247","0,494229464","0,933469111","0,557800034","0,947547106"
16,O1,2,FALSE,2,O1 ~ A8 + A6 + C9 + C2 + E3 + E2 + N9 + N2,"0,718501606","0,470468432","0,923285811","0,510100153","0,933797318"
17,O1,2,FALSE,2,O1 ~ A2 + A10 + C6 + C7 + E5 + E3 + N2 + N1,"0,698110918","0,481330618","0,926680244","0,516550671","0,940926838"
18,O1,2,FALSE,2,O1 ~ A7 + A2 + C3 + C7 + E10 + E9 + N10 + N3,"0,689398230","0,486761711","0,932111337","0,527754201","0,938380581"
19,O1,2,FALSE,2,O1 ~ A4 + A3 + C10 + C2 + E5 + E7 + N2 + N8,"0,696513975","0,475220638","0,923964698","0,520624682","0,936852826"
20,O1,2,FALSE,2,O1 ~ A4 + A2 + C1 + C3 + E6 + E2 + N6 + N3,"0,661002931","0,498981670","0,934826884","0,531488712","0,944321847"
21,O1,3,TRUE,3,O1 ~ A6 + A7 + A9 + C3 + C4 + C1 + E6 + E5 + E9 + N10 + N7 + N9 + O3 + O7 + O8 + O6 + O4 + O9 + O5 + O10 + O2,"0,506753917","0,544467074","0,952477936","0,657273808","0,972330674"
22,O1,3,TRUE,3,O1 ~ A4 + A1 + A9 + C10 + C5 + C9 + E7 + E2 + E4 + N9 + N4 + N5 + O5 + O8 + O4 + O6 + O2 + O3 + O4 + O10 + O9,"0,535417562","0,527494908","0,951120163","0,640638262","0,968935665"
23,O1,3,TRUE,3,O1 ~ A4 + A5 + A9 + C4 + C5 + C10 + E7 + E3 + E2 + N6 + N10 + N4 + O2 + O4 + O10 + O7 + O6 + O7 + O4 + O2 + O3,"0,599687715","0,513917176","0,943652410","0,610762180","0,960108640"
24,O1,3,TRUE,3,O1 ~ A6 + A2 + A9 + C6 + C4 + C2 + E7 + E2 + E6 + N7 + N3 + N5 + O4 + O9 + O6 + O5 + O2 + O3 + O8 + O10 + O7,"0,515081541","0,554650373","0,951799050","0,662536072","0,971312171"
25,O1,3,TRUE,3,O1 ~ A2 + A8 + A6 + C2 + C3 + C7 + E10 + E8 + E5 + N8 + N4 + N9 + O9 + O10 + O6 + O5 + O7 + O4 + O4 + O3 + O8,"0,525675715","0,550577054","0,953156823","0,662536072","0,970293668"
26,O1,3,FALSE,3,O1 ~ A5 + A3 + A7 + C9 + C4 + C2 + E5 + E9 + E1 + N8 + N4 + N9,"0,691394825","0,467752885","0,927359131","0,534544220","0,943982346"
27,O1,3,FALSE,3,O1 ~ A6 + A10 + A4 + C4 + C6 + C9 + E9 + E2 + E4 + N8 + N6 + N10,"0,709344560","0,477257298","0,917854718","0,533695468","0,934476320"
28,O1,3,FALSE,3,O1 ~ A9 + A2 + A6 + C3 + C2 + C5 + E6 + E1 + E3 + N10 + N2 + N5,"0,664929554","0,491513917","0,925322471","0,554235274","0,944831098"
29,O1,3,FALSE,3,O1 ~ A9 + A8 + A7 + C9 + C4 + C7 + E8 + E10 + E7 + N7 + N1 + N9,"0,711346667","0,471826205","0,924643585","0,527754201","0,936173824"
30,O1,3,FALSE,3,O1 ~ A3 + A7 + A10 + C8 + C1 + C6 + E7 + E9 + E6 + N10 + N9 + N4,"0,687385369","0,485403938","0,931432451","0,538108980","0,945000849"
31,O1,1,TRUE,1,O1 ~ A2 + C2 + E7 + N5 + O7,"0,618819589","0,521384929","0,942973523","0,537939229","0,948735359"
32,O1,1,TRUE,1,O1 ~ A1 + C7 + E8 + N7 + O2,"0,693526613","0,497623897","0,931432451","0,509421151","0,937531828"
33,O1,1,TRUE,1,O1 ~ A9 + C4 + E6 + N8 + O5,"0,683185043","0,480651731","0,926680244","0,515532168","0,935664573"
34,O1,1,TRUE,1,O1 ~ A10 + C8 + E7 + N4 + O10,"0,720003408","0,471147318","0,926001358","0,505007639","0,929553556"
35,O1,1,TRUE,1,O1 ~ A6 + C6 + E10 + N8 + O9,"0,727671220","0,462321792","0,923964698","0,492785605","0,931590562"
36,O1,2,TRUE,1,O1 ~ A2 + C8 + E10 + N3 + O8 + O4,"0,551912189","0,533604888","0,947046843","0,559158038","0,959599389"
37,O1,2,TRUE,1,O1 ~ A3 + C9 + E3 + N1 + O3 + O7,"0,621312854","0,515274949","0,938221317","0,547445255","0,948056357"
38,O1,2,TRUE,1,O1 ~ A2 + C7 + E4 + N5 + O6 + O3,"0,675053282","0,479293958","0,929395791","0,515871669","0,939059582"
39,O1,2,TRUE,1,O1 ~ A9 + C5 + E5 + N7 + O6 + O2,"0,660418652","0,498981670","0,935505771","0,531658462","0,941945340"
40,O1,2,TRUE,1,O1 ~ A1 + C10 + E8 + N5 + O2 + O3,"0,666709675","0,504412763","0,932111337","0,532337464","0,940247836"
41,O1,3,TRUE,1,O1 ~ A7 + C2 + E4 + N2 + O6 + O9 + O7,"0,614908269","0,534962661","0,942294637","0,564250552","0,949074860"
42,O1,3,TRUE,1,O1 ~ A5 + C2 + E5 + N8 + O5 + O6 + O9,"0,662432630","0,471147318","0,926001358","0,530979460","0,939908335"
43,O1,3,TRUE,1,O1 ~ A9 + C9 + E5 + N7 + O5 + O7 + O3,"0,608423954","0,520706042","0,942294637","0,558309285","0,951790867"
44,O1,3,TRUE,1,O1 ~ A6 + C8 + E10 + N5 + O6 + O10 + O8,"0,560895115","0,517311609","0,949083503","0,569852317","0,959259888"
45,O1,3,TRUE,1,O1 ~ A7 + C10 + E6 + N6 + O7 + O9 + O5,"0,607179795","0,524100475","0,938221317","0,559327788","0,950263113"
46,O1,4,TRUE,1,O1 ~ A5 + C9 + E7 + N2 + O8 + O7 + O10 + O6,"0,529232230","0,543788187","0,950441276","0,597182142","0,963673400"
47,O1,4,TRUE,1,O1 ~ A3 + C8 + E10 + N1 + O6 + O5 + O9 + O10,"0,682782607","0,484046164","0,926680244","0,529621456","0,940587337"
48,O1,4,TRUE,1,O1 ~ A9 + C3 + E1 + N6 + O5 + O8 + O3 + O9,"0,560279198","0,528173795","0,942973523","0,581395349","0,953997623"
49,O1,4,TRUE,1,O1 ~ A9 + C3 + E9 + N10 + O3 + O7 + O9 + O5,"0,607199183","0,522063815","0,940257977","0,563741300","0,950942115"
50,O1,4,TRUE,1,O1 ~ A8 + C4 + E10 + N3 + O9 + O8 + O3 + O10,"0,552123946","0,533604888","0,949762390","0,579358343","0,960957393"
51,O1,5,TRUE,1,O1 ~ A7 + C3 + E9 + N10 + O2 + O10 + O6 + O3 + O5,"0,640978928","0,503054990","0,929395791","0,552707520","0,944152096"
52,O1,5,TRUE,1,O1 ~ A3 + C6 + E3 + N1 + O8 + O6 + O9 + O4 + O2,"0,555714243","0,542430414","0,950441276","0,587166865","0,962145646"
53,O1,5,TRUE,1,O1 ~ A5 + C5 + E1 + N9 + O6 + O2 + O7 + O10 + O3,"0,606448575","0,531568228","0,944331297","0,572738075","0,953658123"
54,O1,5,TRUE,1,O1 ~ A8 + C6 + E6 + N6 + O9 + O8 + O8 + O3 + O6,"0,554728060","0,528852682","0,949762390","0,578509591","0,960957393"
55,O1,5,TRUE,1,O1 ~ A4 + C5 + E6 + N2 + O8 + O5 + O6 + O3 + O7,"0,516388430","0,543788187","0,953156823","0,606688168","0,963843151"
56,O1,6,TRUE,1,O1 ~ A5 + C4 + E6 + N1 + O6 + O2 + O3 + O5 + O7 + O4,"0,595636894","0,532926001","0,943652410","0,581395349","0,955016126"
57,O1,6,TRUE,1,O1 ~ A9 + C9 + E1 + N10 + O8 + O6 + O2 + O6 + O5 + O9,"0,554106397","0,539035981","0,946367957","0,590222373","0,960787642"
58,O1,6,TRUE,1,O1 ~ A4 + C9 + E4 + N5 + O9 + O5 + O3 + O7 + O2 + O2,"0,608466095","0,525458248","0,938900204","0,572059073","0,952639620"
59,O1,6,TRUE,1,O1 ~ A2 + C3 + E3 + N7 + O4 + O2 + O7 + O8 + O2 + O3,"0,523044160","0,553292600","0,953835709","0,600916653","0,964012901"
60,O1,6,TRUE,1,O1 ~ A3 + C1 + E8 + N10 + O2 + O4 + O8 + O7 + O9 + O7,"0,532024820","0,551255940","0,951120163","0,599049397","0,962315396"
61,O1,7,TRUE,1,O1 ~ A8 + C10 + E1 + N1 + O6 + O2 + O10 + O8 + O5 + O3 + O4,"0,562223016","0,537678208","0,945689070","0,595824139","0,960617892"
62,O1,7,TRUE,1,O1 ~ A7 + C8 + E6 + N4 + O2 + O10 + O10 + O6 + O8 + O9 + O4,"0,539514069","0,545145961","0,945010183","0,596672891","0,965031404"
63,O1,7,TRUE,1,O1 ~ A4 + C7 + E9 + N6 + O9 + O7 + O2 + O6 + O5 + O3 + O10,"0,603356327","0,528852682","0,940257977","0,582244101","0,954167374"
64,O1,7,TRUE,1,O1 ~ A10 + C10 + E4 + N10 + O5 + O8 + O3 + O4 + O2 + O10 + O7,"0,519412101","0,545824847","0,952477936","0,614326939","0,964861653"
65,O1,7,TRUE,1,O1 ~ A2 + C7 + E7 + N10 + O7 + O3 + O9 + O8 + O5 + O4 + O2,"0,517912817","0,541751527","0,954514596","0,616194195","0,965540655"
66,O1,8,TRUE,1,O1 ~ A6 + C7 + E3 + N7 + O5 + O7 + O3 + O2 + O9 + O8 + O6 + O4,"0,530908544","0,553292600","0,954514596","0,622474962","0,966728909"
67,O1,8,TRUE,1,O1 ~ A9 + C5 + E7 + N2 + O10 + O5 + O4 + O8 + O7 + O3 + O4 + O8,"0,522808384","0,543788187","0,955872369","0,605499915","0,964182652"
68,O1,8,TRUE,1,O1 ~ A8 + C4 + E3 + N10 + O9 + O10 + O6 + O2 + O7 + O3 + O4 + O5,"0,608800163","0,517990496","0,941615750","0,581055848","0,953827873"
69,O1,8,TRUE,1,O1 ~ A1 + C2 + E10 + N9 + O8 + O6 + O7 + O3 + O10 + O9 + O5 + O4,"0,526261524","0,552613714","0,950441276","0,621626209","0,964522152"
70,O1,8,TRUE,1,O1 ~ A3 + C7 + E4 + N3 + O3 + O6 + O9 + O5 + O8 + O10 + O7 + O9,"0,527744381","0,544467074","0,951799050","0,612289934","0,965710406"
71,O1,9,TRUE,1,O1 ~ A8 + C1 + E10 + N1 + O4 + O6 + O5 + O7 + O4 + O3 + O5 + O10 + O9,"0,609701316","0,517990496","0,942294637","0,579867595","0,954167374"
72,O1,9,TRUE,1,O1 ~ A8 + C7 + E9 + N1 + O9 + O2 + O4 + O7 + O6 + O5 + O3 + O6 + O8,"0,543374457","0,542430414","0,950441276","0,609743677","0,962824648"
73,O1,9,TRUE,1,O1 ~ A2 + C3 + E10 + N10 + O8 + O4 + O5 + O10 + O9 + O3 + O6 + O7 + O6,"0,515164028","0,557365920","0,953835709","0,623153964","0,965880156"
74,O1,9,TRUE,1,O1 ~ A3 + C9 + E7 + N6 + O2 + O5 + O6 + O8 + O10 + O4 + O9 + O2 + O8,"0,546835732","0,528852682","0,945010183","0,597521643","0,962994398"
75,O1,9,TRUE,1,O1 ~ A4 + C3 + E5 + N6 + O2 + O7 + O6 + O8 + O6 + O10 + O4 + O9 + O5,"0,532223603","0,558723693","0,951120163","0,620947208","0,962824648"
76,O1,1,FALSE,1,O1 ~ A7 + C6 + E4 + N10,"0,732280013","0,471826205","0,924643585","0,490748600","0,927346800"
77,O1,1,FALSE,1,O1 ~ A1 + C6 + E10 + N9,"0,729853224","0,471826205","0,919891378","0,490578849","0,928025802"
78,O1,1,FALSE,1,O1 ~ A5 + C7 + E8 + N6,"0,732596434","0,464358452","0,920570265","0,489560346","0,926498048"
79,O1,1,FALSE,1,O1 ~ A5 + C8 + E8 + N3,"0,737145330","0,463000679","0,919212492","0,487523341","0,924800543"
80,O1,1,FALSE,1,O1 ~ A5 + C7 + E3 + N1,"0,745883381","0,468431772","0,920570265","0,488541843","0,927177050"
81,O1,1,TRUE,2,O1 ~ A1 + A8 + C1 + C2 + E2 + E5 + N7 + N5 + O7 + O3,"0,610293287","0,534283775","0,943652410","0,578339840","0,955355627"
82,O1,1,TRUE,2,O1 ~ A5 + A10 + C2 + C10 + E10 + E7 + N7 + N6 + O10 + O9,"0,680558492","0,480651731","0,930074678","0,536411475","0,939908335"
83,O1,1,TRUE,2,O1 ~ A5 + A10 + C9 + C10 + E1 + E2 + N4 + N6 + O6 + O2,"0,648207587","0,496945010","0,927359131","0,553216771","0,944321847"
84,O1,1,TRUE,2,O1 ~ A2 + A10 + C5 + C9 + E4 + E5 + N8 + N5 + O9 + O10,"0,683190545","0,488798371","0,926001358","0,540655237","0,942963843"
85,O1,1,TRUE,2,O1 ~ A6 + A2 + C4 + C3 + E9 + E7 + N9 + N1 + O4 + O2,"0,659556511","0,498302783","0,932790224","0,552877270","0,944491597"
86,O1,2,TRUE,2,O1 ~ A5 + A2 + C4 + C9 + E1 + E7 + N1 + N5 + O9 + O10 + O10 + O4,"0,673710026","0,475899525","0,932790224","0,548294008","0,944152096"
87,O1,2,TRUE,2,O1 ~ A6 + A9 + C5 + C8 + E9 + E1 + N8 + N5 + O3 + O5 + O4 + O10,"0,668823444","0,477936185","0,929395791","0,560006790","0,945510100"
88,O1,2,TRUE,2,O1 ~ A7 + A9 + C8 + C6 + E10 + E3 + N2 + N1 + O9 + O2 + O5 + O6,"0,647914614","0,495587237","0,932111337","0,563232049","0,949074860"
89,O1,2,TRUE,2,O1 ~ A8 + A7 + C7 + C8 + E3 + E9 + N8 + N5 + O6 + O2 + O10 + O8,"0,546532061","0,539714868","0,945010183","0,606178917","0,965540655"
90,O1,2,TRUE,2,O1 ~ A8 + A2 + C2 + C1 + E10 + E1 + N10 + N6 + O6 + O9 + O3 + O8,"0,559720590","0,526816022","0,951799050","0,599049397","0,964182652"
91,O1,3,TRUE,2,O1 ~ A8 + A1 + C5 + C9 + E2 + E4 + N1 + N6 + O6 + O3 + O5 + O8 + O10 + O7,"0,530492614","0,539035981","0,952477936","0,625021219","0,968765914"
92,O1,3,TRUE,2,O1 ~ A5 + A4 + C3 + C6 + E4 + E3 + N7 + N1 + O3 + O7 + O8 + O10 + O6 + O9,"0,534521981","0,538357094","0,951799050","0,627397725","0,967747411"
93,O1,3,TRUE,2,O1 ~ A6 + A7 + C10 + C6 + E1 + E2 + N2 + N7 + O5 + O4 + O6 + O2 + O10 + O3,"0,631786851","0,502376103","0,933469111","0,587166865","0,951960618"
94,O1,3,TRUE,2,O1 ~ A2 + A6 + C4 + C10 + E5 + E8 + N2 + N7 + O2 + O3 + O8 + O2 + O5 + O4,"0,536568824","0,538357094","0,953835709","0,617552198","0,966898659"
95,O1,3,TRUE,2,O1 ~ A7 + A5 + C9 + C6 + E7 + E1 + N6 + N10 + O8 + O10 + O3 + O5 + O7 + O9,"0,524035602","0,551255940","0,952477936","0,632829740","0,966219657"
96,O1,4,TRUE,2,O1 ~ A3 + A10 + C10 + C1 + E3 + E6 + N6 + N9 + O4 + O10 + O7 + O3 + O8 + O2 + O6 + O5,"0,517347929","0,558044807","0,947046843","0,641487014","0,967407910"
97,O1,4,TRUE,2,O1 ~ A9 + A2 + C8 + C9 + E5 + E4 + N3 + N9 + O8 + O10 + O3 + O2 + O7 + O3 + O4 + O5,"0,515941658","0,558723693","0,955193483","0,637413003","0,971821423"
98,O1,4,TRUE,2,O1 ~ A6 + A10 + C2 + C9 + E6 + E4 + N1 + N4 + O7 + O9 + O3 + O2 + O4 + O10 + O8 + O5,"0,525996290","0,553292600","0,948404616","0,646409778","0,967917162"
99,O1,4,TRUE,2,O1 ~ A5 + A6 + C8 + C2 + E1 + E8 + N1 + N7 + O5 + O7 + O9 + O2 + O6 + O10 + O4 + O5,"0,609688683","0,521384929","0,939579090","0,596503140","0,956883381"
100,O1,4,TRUE,2,O1 ~ A8 + A2 + C7 + C4 + E7 + E9 + N9 + N3 + O10 + O6 + O3 + O8 + O10 + O9 + O3 + O4,"0,553370617","0,525458248","0,951120163","0,615005941","0,966898659"
101,O1,1,FALSE,2,O1 ~ A2 + A4 + C10 + C3 + E4 + E2 + N9 + N10,"0,681989151","0,492871690","0,934147997","0,521812935","0,942624342"
102,O1,1,FALSE,2,O1 ~ A5 + A6 + C2 + C9 + E5 + E6 + N3 + N10,"0,695923878","0,490835031","0,926001358","0,526226447","0,938380581"
103,O1,1,FALSE,2,O1 ~ A4 + A6 + C3 + C8 + E3 + E10 + N10 + N7,"0,707751363","0,477936185","0,921249151","0,516550671","0,933967068"
104,O1,1,FALSE,2,O1 ~ A4 + A7 + C5 + C9 + E4 + E9 + N1 + N4,"0,714469409","0,472505092","0,921928038","0,510609404","0,932778815"
105,O1,1,FALSE,2,O1 ~ A6 + A1 + C7 + C9 + E4 + E8 + N5 + N8,"0,741142365","0,465716225","0,919891378","0,498896622","0,932439314"
106,O1,1,TRUE,3,O1 ~ A10 + A7 + A5 + C9 + C3 + C10 + E6 + E3 + E2 + N8 + N5 + N10 + O8 + O5 + O7,"0,518957245","0,553971487","0,950441276","0,639450008","0,966389408"
107,O1,1,TRUE,3,O1 ~ A5 + A8 + A10 + C10 + C8 + C3 + E9 + E2 + E8 + N2 + N6 + N1 + O10 + O8 + O6,"0,548353617","0,534283775","0,953156823","0,624681718","0,968086912"
108,O1,1,TRUE,3,O1 ~ A1 + A3 + A8 + C9 + C10 + C7 + E8 + E7 + E9 + N8 + N7 + N5 + O2 + O9 + O8,"0,558999048","0,534962661","0,951120163","0,616194195","0,966049907"
109,O1,1,TRUE,3,O1 ~ A6 + A7 + A1 + C4 + C6 + C8 + E3 + E8 + E10 + N6 + N8 + N2 + O7 + O5 + O8,"0,512743314","0,538357094","0,949762390","0,637582753","0,968596164"
110,O1,1,TRUE,3,O1 ~ A8 + A4 + A10 + C8 + C7 + C10 + E5 + E8 + E6 + N7 + N5 + N9 + O3 + O8 + O9,"0,552142610","0,531568228","0,949083503","0,622644712","0,966219657"
111,O1,2,TRUE,3,O1 ~ A6 + A10 + A2 + C2 + C9 + C3 + E7 + E9 + E5 + N2 + N10 + N4 + O2 + O7 + O3 + O6 + O8 + O9,"0,522598762","0,541751527","0,954514596","0,652011543","0,969275166"
112,O1,2,TRUE,3,O1 ~ A9 + A10 + A4 + C8 + C4 + C5 + E9 + E3 + E10 + N3 + N6 + N2 + O5 + O8 + O7 + O3 + O2 + O9,"0,512581521","0,546503734","0,953835709","0,649125785","0,971821423"
113,O1,2,TRUE,3,O1 ~ A2 + A8 + A4 + C10 + C4 + C7 + E10 + E6 + E5 + N2 + N4 + N3 + O3 + O8 + O6 + O10 + O4 + O2,"0,542284192","0,541751527","0,950441276","0,642675267","0,969444916"
114,O1,2,TRUE,3,O1 ~ A1 + A5 + A3 + C6 + C3 + C2 + E2 + E5 + E4 + N7 + N9 + N4 + O10 + O3 + O6 + O4 + O7 + O2,"0,593442609","0,535641548","0,943652410","0,619589204","0,961636395"
115,O1,2,TRUE,3,O1 ~ A3 + A2 + A1 + C10 + C6 + C2 + E3 + E1 + E2 + N1 + N7 + N3 + O7 + O5 + O4 + O3 + O9 + O8,"0,521805888","0,564154786","0,953156823","0,653709048","0,970293668"
116,O1,3,TRUE,3,O1 ~ A9 + A3 + A4 + C6 + C2 + C7 + E7 + E6 + E3 + N5 + N9 + N10 + O10 + O2 + O6 + O7 + O7 + O9 + O5 + O5 + O4,"0,595673649","0,524100475","0,944331297","0,619589204","0,962824648"
117,O1,3,TRUE,3,O1 ~ A5 + A10 + A3 + C4 + C8 + C7 + E1 + E8 + E5 + N9 + N10 + N5 + O5 + O6 + O7 + O2 + O10 + O8 + O4 + O3 + O10,"0,510562727","0,551255940","0,955872369","0,661857070","0,972500424"
118,O1,3,TRUE,3,O1 ~ A6 + A1 + A8 + C9 + C10 + C1 + E8 + E2 + E7 + N1 + N10 + N7 + O8 + O4 + O9 + O7 + O3 + O5 + O9 + O10 + O7,"0,525420131","0,549219280","0,955193483","0,650483789","0,969614666"
119,O1,3,TRUE,3,O1 ~ A1 + A7 + A6 + C6 + C9 + C10 + E2 + E5 + E7 + N8 + N3 + N1 + O4 + O7 + O5 + O8 + O6 + O2 + O3 + O10 + O9,"0,512184970","0,543109301","0,955872369","0,661857070","0,971821423"
120,O1,3,TRUE,3,O1 ~ A6 + A4 + A8 + C7 + C8 + C4 + E10 + E6 + E8 + N1 + N7 + N6 + O9 + O2 + O10 + O3 + O6 + O9 + O8 + O7 + O9,"0,522312205","0,552613714","0,948404616","0,656255305","0,969784417"
121,O1,1,FALSE,3,O1 ~ A1 + A10 + A7 + C5 + C6 + C3 + E6 + E10 + E1 + N7 + N8 + N2,"0,677424103","0,470468432","0,925322471","0,545408250","0,945510100"
122,O1,1,FALSE,3,O1 ~ A8 + A10 + A3 + C3 + C2 + C1 + E9 + E4 + E3 + N9 + N3 + N6,"0,683484906","0,475899525","0,922606925","0,545068749","0,940078085"
123,O1,1,FALSE,3,O1 ~ A8 + A7 + A6 + C4 + C9 + C8 + E5 + E3 + E1 + N9 + N10 + N5,"0,700969783","0,482009504","0,927359131","0,534374470","0,941096588"
124,O1,1,FALSE,3,O1 ~ A5 + A1 + A4 + C10 + C6 + C2 + E7 + E10 + E4 + N2 + N9 + N3,"0,706648088","0,480651731","0,926001358","0,537939229","0,938550331"
125,O1,1,FALSE,3,O1 ~ A7 + A4 + A1 + C5 + C7 + C6 + E10 + E8 + E3 + N7 + N2 + N6,"0,722553491","0,477936185","0,923964698","0,529451706","0,937192327"
126,O1,1,TRUE,4,O1 ~ A1 + A2 + A8 + A4 + C10 + C5 + C8 + C6 + E6 + E5 + E2 + E8 + N6 + N4 + N1 + N3 + O4 + O10 + O9 + O5,"0,651081972","0,498302783","0,938900204","0,591071125","0,957053132"
127,O1,1,TRUE,4,O1 ~ A9 + A1 + A7 + A6 + C1 + C7 + C3 + C5 + E5 + E1 + E6 + E8 + N5 + N10 + N2 + N1 + O6 + O9 + O3 + O10,"0,642647982","0,498981670","0,939579090","0,599728399","0,956204380"
128,O1,1,TRUE,4,O1 ~ A2 + A4 + A1 + A5 + C9 + C10 + C6 + C8 + E9 + E1 + E5 + E4 + N7 + N9 + N1 + N3 + O10 + O3 + O4 + O8,"0,543752200","0,551934827","0,947046843","0,642505517","0,968935665"
129,O1,1,TRUE,4,O1 ~ A3 + A5 + A9 + A2 + C4 + C8 + C6 + C3 + E1 + E2 + E9 + E3 + N3 + N5 + N4 + N7 + O3 + O7 + O8 + O5,"0,510563565","0,549898167","0,959945689","0,658971312","0,974028179"
130,O1,1,TRUE,4,O1 ~ A10 + A6 + A5 + A4 + C2 + C3 + C4 + C1 + E3 + E9 + E7 + E5 + N2 + N6 + N8 + N9 + O6 + O7 + O9 + O10,"0,598182728","0,520027155","0,939579090","0,615684943","0,960108640"
131,O1,2,TRUE,4,O1 ~ A4 + A7 + A1 + A6 + C10 + C3 + C5 + C7 + E10 + E1 + E2 + E3 + N9 + N2 + N7 + N8 + O2 + O3 + O9 + O7 + O5 + O8 + O2 + O4,"0,517100424","0,561439240","0,961303462","0,673569852","0,974707180"
132,O1,2,TRUE,4,O1 ~ A2 + A7 + A4 + A10 + C2 + C6 + C3 + C1 + E10 + E6 + E5 + E9 + N7 + N5 + N10 + N8 + O6 + O8 + O5 + O2 + O10 + O4 + O9 + O7,"0,509258793","0,559402580","0,951799050","0,667798336","0,970123918"
133,O1,2,TRUE,4,O1 ~ A10 + A8 + A7 + A3 + C1 + C4 + C3 + C9 + E10 + E4 + E6 + E5 + N10 + N9 + N8 + N5 + O10 + O5 + O6 + O3 + O7 + O2 + O9 + O4,"0,579922843","0,530210455","0,942294637","0,637752504","0,962315396"
134,O1,2,TRUE,4,O1 ~ A3 + A9 + A2 + A6 + C8 + C5 + C10 + C6 + E7 + E6 + E4 + E10 + N5 + N2 + N6 + N3 + O6 + O4 + O7 + O5 + O10 + O3 + O7 + O2,"0,577690940","0,542430414","0,945689070","0,636564251","0,965201154"
135,O1,2,TRUE,4,O1 ~ A9 + A3 + A5 + A7 + C8 + C2 + C5 + C3 + E2 + E7 + E6 + E8 + N8 + N6 + N10 + N3 + O8 + O2 + O4 + O10 + O6 + O3 + O7 + O5,"0,519374706","0,564833673","0,953156823","0,669835342","0,973349177"
136,O1,1,FALSE,4,O1 ~ A9 + A4 + A8 + A3 + C5 + C3 + C9 + C4 + E6 + E7 + E3 + E5 + N2 + N10 + N3 + N8,"0,667882651","0,481330618","0,938900204","0,562892548","0,951281616"
137,O1,1,FALSE,4,O1 ~ A10 + A8 + A4 + A9 + C2 + C6 + C4 + C7 + E8 + E4 + E2 + E3 + N4 + N10 + N2 + N5,"0,699633794","0,462321792","0,921928038","0,548633509","0,940247836"
138,O1,1,FALSE,4,O1 ~ A4 + A5 + A9 + A3 + C5 + C2 + C6 + C9 + E7 + E5 + E8 + E10 + N8 + N5 + N6 + N1,"0,702100710","0,471147318","0,933469111","0,545917501","0,945170599"
139,O1,1,FALSE,4,O1 ~ A3 + A6 + A8 + A5 + C8 + C1 + C2 + C5 + E3 + E1 + E9 + E5 + N1 + N4 + N10 + N7,"0,693550443","0,479972845","0,928716904","0,559497539","0,947716856"
140,O1,1,FALSE,4,O1 ~ A1 + A2 + A8 + A5 + C10 + C5 + C4 + C7 + E9 + E7 + E1 + E5 + N1 + N5 + N7 + N6,"0,696827965","0,488119484","0,932111337","0,558988287","0,946019352"
